name,developer,class,copies_sold
SKYE,DeCoded Production,Hobbyist,100.5k
Shan Gui (山桂),Magenta Factory,Indie,100.5k
Wings of Vi,Grynsoft,Indie,100.5k
枝江畔之梦,枝江梦游社,Hobbyist,100.5k
Galaxy Burger,Galactic Workshop,Indie,100.5k
Hentai Girl Fantasy,GirlGames,Indie,100.5k
Galactic Civilizations® I…,Stardock Entertainment,AA,100.4k
Vampire: The Masquerade -…,Draw Distance,Indie,100.4k
Ghostbusters: The Video G…,Saber Interactive,Indie,100.4k
Robolife-Days with Aino,Barance Studio,Indie,100.3k
Akane,Ludic Studios,Indie,100.3k
D4: Dark Dreams Don’t Die…,Access Games,AA,100.2k
Alaskan Road Truckers,Road Studio S.A.,Indie,100.2k
Summer~Life in the Countr…,Dieselmine,Indie,100k
Dinosaur Fossil Hunter: P…,▲ Pyramid Games,Indie,100k
Disciples III: Reincarnat…,Akella,Indie,99.9k
Street Racing Syndicate,Eutechnyx,Indie,99.1k
COMPOUND,Bevan McKechnie,Indie,99.1k
Sea Power : Naval Combat …,Triassic Games AB,Indie,99k
Museum of Other Realities,MOR Museum Inc.,Hobbyist,99k
ShootMania Storm,Nadeo,AAA,98.9k
Overture,Black Shell Games,Indie,98.9k
Mizi NO!,DU&I,Indie,98.9k
Phobies,Smoking Gun Interactive I…,Indie,98.7k
The Last NightMary - A Le…,Submersivo Game Studio,Indie,98.7k
Dream,HyperSloth,Indie,98.6k
Five Nights at Freddy's: …,Steel Wool Studios,Indie,98.6k
Castlevania Dominus Colle…,KONAMI,AAA,98.4k
Stick RPG 2: Director's C…,XGen Studios,Indie,98.4k
POPULATION: ONE,"BigBox VR, Inc.",Indie,98.4k
Beltmatic,Notional Games,Indie,98.3k
I Expect You To Die,Schell Games,Indie,98.3k
Bloody Trapland 2: Curios…,"2Play, Prasius",Indie,98.3k
Ticy Adventure Club,YEZHI,Hobbyist,98.3k
Fishy,keron veal,Hobbyist,98.2k
A Taste of the Past,Sondering Studio,Hobbyist,97.2k
Warzone 2100,"Pumpkin Studios, Underdon…",Hobbyist,97.2k
"Cook, Serve, Delicious! 3…",Vertigo Gaming Inc.,Indie,97.1k
Inertial Drift: Sunset Pr…,Level 91 Entertainment,Indie,97.1k
Wildmender,Muse Games,Indie,97.1k
SIMULACRA: Pipe Dreams,Kaigan Games OÜ,Indie,97.1k
Rebirth:Beware of Mr.Wang,DSGame,Indie,96.9k
INDIKA,Odd Meter,AA,96.9k
Lumberjack's Dynasty,UMEO Studios,AA,96.9k
RACE 07,SimBin,Indie,96.9k
Resonance of the Ocean,"Image Labo, Heaviside Cre…",Indie,96.9k
Slaves of Rome,Biggus Diccus Games,Indie,96.9k
Earth 2150 Trilogy,Reality Pump Studios,Indie,96.8k
Realm of Ink,Leap Studio,AA,96.7k
Arma Tactics,Bohemia Interactive,AAA,96.7k
恶魔迷宫 | Evil Maze,ZOV GAME STUDIO,Indie,96.7k
Climbey,Brian Lindenhof,Indie,96.7k
Game Dev Story,"Kairosoft Co.,Ltd",Indie,96.6k
Realities,realities.io,Hobbyist,96.6k
Higurashi When They Cry H…,07th Expansion,Indie,95.9k
Forbidden Fantasy,OppaiMan,Indie,95.8k
Fallen Shinobi,marron☆marron,Indie,95.8k
Angvik,Alastair John Jack,Indie,95.8k
Weedcraft Inc,Vile Monarch,AA,95.7k
Gourdlets,AuntyGames,Indie,95.7k
OlliOlli,"Roll7, General Arcade",AA,95.7k
Bionic Dues,"Arcen Games, LLC",Indie,95.7k
Founders' Fortune,Dionic Software,Indie,95.7k
Kawaii Neko Girls,Kawaii,Hobbyist,95.7k
Detective Girl of the Ste…,Clymenia,AA,95.7k
Pinball M,Zen Studios,Indie,95.7k
The Purring Quest,Valhalla Cats,Indie,95.7k
Unsung Warriors - Prologu…,Osarion,Indie,95.6k
垃圾桶军团,房子猫,Hobbyist,95.6k
Blade Kitten,Krome Studios,Indie,95.5k
Exoprimal,"CAPCOM Co., Ltd.",AAA,95.5k
Into the Radius 2,CM Games,Indie,95.4k
SkyDrift,Digital Reality,Indie,95.4k
I Am Your Beast,Strange Scaffold,Indie,94.4k
Rock of Ages 3: Make & Br…,"ACE Team, Giant Monkey Ro…",Indie,94.4k
Legends of Kingdom Rush,Ironhide Game Studio,Indie,94.4k
Nebuchadnezzar,Nepos Games,Indie,94.4k
Equilinox,ThinMatrix,Indie,94.4k
He Needs His Medicine,Euphoric Brothers,Indie,94.3k
Immortal Redneck,Crema,Indie,94.3k
Millennia,C Prompt Games,AAA,94.3k
The Swords of Ditto: Morm…,onebitbeyond,AA,94.3k
Shiina Taki's Decameron,面影桥花见同好会,Hobbyist,94.3k
Meet Your Maker,Behaviour Interactive Inc…,AA,94.3k
Sniper Elite: Resistance,Rebellion,AA,94.3k
Headbangers: Rhythm Royal…,Glee-Cheese Studio,AA,94.3k
Dread Delusion,Lovely Hellplace,Indie,94.3k
Jagged Alliance - Back in…,"Coreplay GmbH, Bigmoon St…",AA,94.2k
GIRLS' FRONTLINE 2: EXILI…,"SUNBORN Information Co., …",Indie,94.2k
Kitty Powers' Matchmaker,Magic Notion Ltd,Indie,94.2k
Flotsam,Pajama Llama Games,Indie,94.2k
Darza's Dominion,Ripple Studio,Indie,94.1k
12 Labours of Hercules II…,"Jetdogs Studios, Zoom Out…",Indie,93.3k
Brave Furries,Crazy Goat Games,Hobbyist,93.3k
House of Caravan,Rosebud Games,Indie,93.3k
Through the Ages,CGE Digital,Indie,93.3k
Tower of Time,Event Horizon,Indie,93.2k
Holy Potatoes! We’re in S…,Daylight Studios,AA,93.2k
Cloud Gardens,Noio,Indie,93.2k
Crash Time 2,Meridian4,Hobbyist,93.1k
Epic battles within 5 sec…,YFC games,Indie,93.1k
Demise of Nations,Noble Master LLC,Indie,93.1k
Crystals of Time,"RVL Games, exosyphen stud…",Indie,93k
Train Mechanic Simulator …,Si7 Studio,Indie,93k
Spirit of the Island,1M Bits Horde,Indie,93k
战姬军团,Fcgame,Indie,93k
Another Adventure,ThankCreate Studio,Indie,93k
Grimhook,Unlimited Fries,Hobbyist,92.9k
Tale of Toast,Toasty Leaf AB,Hobbyist,92.9k
Valgrave: Immortal Plains,Edenic Era LLC,Indie,92.9k
Zup! Z,Quiet River,Indie,92.9k
Desynced,Stage Games Inc.,Indie,92.1k
Industries of Titan,Brace Yourself Games,Indie,92.1k
Mini Battlegrounds,IOA Games,Hobbyist,92.1k
Chess Ultra,Ripstone,Indie,92.1k
The Dream Machine: Chapte…,Cockroach Inc.,Indie,92.1k
MEMORIAPOLIS,5PM Studio,Indie,92k
Disgaea 2 PC,"Nippon Ichi Software, Inc…",Indie,92k
INK,ZackBellGames,Indie,91.9k
Marble Age,Clarus Victoria,Indie,91.9k
American Fugitive,Fallen Tree Games Ltd,AA,91.8k
Crashday Redline Edition,Moonbyte,Indie,91.8k
"Please, Touch The Artwork…",Thomas Waterzooi,Indie,91.8k
A grande bagunça espacial…,RMAL,Indie,91.7k
2064: Read Only Memories,"MidBoss, LLC.",Indie,91.7k
Stygian: Reign of the Old…,Cultic Games,AA,91.7k
Myrmidon,Studio Popote,Hobbyist,91.7k
Slash It,EGAMER,Indie,91.6k
The Wonderful End of the …,"Dejobaan Games, LLC",Indie,91.6k
Pine,Twirlbound,Indie,91.6k
The Legend of Heroes: Tra…,Nihon Falcom,AA,90.6k
Zombotron,Ant.Karlov Games,Indie,90.6k
Requiem: Desiderium Morti…,"Gravity Interactive, Inc.",Indie,90.6k
Cosmic Sugar VR,David Lobser,Hobbyist,90.5k
New Tales from the Border…,Gearbox Software,AAA,90.5k
The Last Hope,Balti Calarasi,Indie,90.5k
I am Setsuna,Tokyo RPG Factory,AA,90.4k
I'm on Observation Duty 5,Notovia,Indie,90.3k
NIMRODS,Fiveamp,Indie,90.3k
The Last of Waifus,Konnichiwa Games,Indie,90.3k
Collapse,Creoteam,Indie,90.3k
Brewmaster: Beer Brewing …,Auroch Digital,AA,90.3k
Fallen ~Makina and the Ci…,Another Story,AA,90.2k
NOBUNAGA'S AMBITION: Sphe…,"KOEI TECMO GAMES CO., LTD…",AA,90.2k
Mirror Maker,KAGAMI WORKs,Indie,90.2k
Chasm,"Bit Kid, Inc.",Indie,90.1k
Maui,Kokua Games,Hobbyist,90.1k
Fearless Fantasy,Enter Skies,AA,90.1k
One Finger Death Punch 2,Silver Dollar Games,Indie,90.1k
Moons of Madness,Rock Pocket Games,AA,89.1k
LASERS,Straight Back Games,Indie,89.1k
Pink Hour,Studio Pixel,AA,89.1k
Tails Noir,Eggnut,AA,89.1k
welcome to heaven,vextro,Hobbyist,89.1k
Sid Meier’s Ace Patrol,Firaxis Games,AAA,89.1k
Terroro,Melt,Hobbyist,89k
MotoGP™21,Milestone S.r.l.,AA,89k
Neighbours back From Hell,Farbworks,Indie,88.9k
Border Officer,Cheesecake Dev,Indie,88.9k
Sixty Four,Oleg Danilov,Indie,88.9k
Clown House (Palyaço Evi),"gord10, Aslan Game Studio",Indie,88.8k
The Seven Realms - Realm …,SeptCloud Games,Indie,88.8k
Nexus - The Jupiter Incid…,Mithis Games,Indie,88.8k
BBQ Simulator: The Squad,CubeCube Sports Ltd.,Indie,88.8k
STRIDE,Joy Way,Indie,88.8k
Slava Ukraini!,Thor Gaming,Hobbyist,88.7k
The Lord of the Rings: Ad…,Twin Sails Interactive,Hobbyist,88.7k
A Normal Lost Phone,Accidental Queens,Indie,88.7k
Sumo Revise,"John Szymanski, Evan Szym…",Indie,87.8k
Tom Clancy's Splinter Cel…,Ubisoft Montreal,AAA,87.8k
Touhou Tenkuushou ~ Hidde…,上海アリス幻樂団,Indie,87.7k
Pixel Puzzles 2: Anime,Pixel Puzzles,Indie,87.7k
Subterrain,Pixellore Inc,Indie,87.6k
30XX,Batterystaple Games,Indie,87.6k
Phoning Home,ION LANDS,Indie,87.5k
Little Noah: Scion of Par…,"Cygames, Inc., Grounding …",AA,87.5k
Be Funny Now!,"Galvanic Games, New Being…",Hobbyist,87.5k
Eiyuden Chronicle: Hundre…,Rabbit & Bear Studios,AA,87.4k
Command & Conquer Red Ale…,Westwood Studios,AAA,87.4k
Draw a Stickman: EPIC 2,Hitcents,Indie,87.4k
The Plucky Squire,All Possible Futures,AA,87.3k
私のリアルは充実しすぎている フルボイス版,TetraScope,Indie,87.2k
Project Eagle: A 3D Inter…,Blackbird Interactive,Hobbyist,87.2k
买个可乐饼吧！ - Buy a Croquette…,越青,Indie,87.2k
CRACKHEAD,Displacement Studios,Hobbyist,87.2k
Sam & Max Save the World,Skunkape Games,Indie,87.2k
Orb of Creation,MarpleGames,Indie,87.2k
Your Friend Hana,Xorcerox,Indie,86.6k
Atom Zombie Smasher,Blendo Games,Indie,86.6k
Anonymous Hacker Simulato…,Sicarius,Indie,86.5k
Sinister Night 2,Bug Inventors,Indie,86.5k
Blood Bowl 3,Cyanide Studio,AA,86.5k
Interstellar Rift,Split Polygon,Indie,86.4k
100 Funny Cats,"100 Cozy Games, Cats",Indie,86.4k
Citywars Tower Defense,01 Studio,Hobbyist,86.4k
DOOM VFR,id Software,AAA,86.3k
ΔV: Rings of Saturn,Kodera Software,Indie,86.3k
Hexarchy,Main Tank Software,Indie,86.3k
Spirit Island,Handelabra Games Inc.,Indie,86.3k
Gumballs & Dungeons,Qcplay,Hobbyist,86.3k
Men of War: Red Tide,Fulqrum Publishing,AA,86.2k
Serious Sam VR: The Last …,Croteam VR,AA,86.2k
Pickle Clicker,Shard,Hobbyist,86.2k
R.A.W. Realms of Ancient …,Wizarbox,AAA,86.2k
"Spy Fox in ""Dry Cereal""",Humongous Entertainment,Indie,86.2k
Swarm Grinder,Last Bite Games,Indie,86.2k
The Last Hero of Nostalga…,Over The Moon,Indie,85.2k
Karnage Chronicles,Nordic Trolls,Indie,85.2k
Microtransaction Simulato…,chlsea,Hobbyist,85.2k
Cats Hidden in Italy,Travellin Cats,Indie,85.2k
Babble Royale,Everybody House Games,Hobbyist,85.2k
YOU and ME and HER: A Lov…,Nitroplus,Indie,85.2k
Ghost 1.0,@unepic_fran,Indie,85.2k
The Braves,101XP GAME STUDIOS,Indie,85.1k
Black The Fall,Sand Sailor Studio,AA,85k
Silent Hill Homecoming,Double Helix Games,AAA,85k
Overcrowd: A Commute 'Em …,SquarePlay Games,Indie,85k
永冻之壳 The Shell of Permafr…,YUMMI Studio,Hobbyist,84.9k
Men of War: Condemned Her…,Fulqrum Publishing,AA,84.9k
ЕСТЬ ДВА СТУЛА,Censored,Indie,84.9k
RAID: World War II,Lion game Lion,Indie,84.9k
MEGA MAN X DiVE Offline,"CAPCOM Co., Ltd.",AAA,84.9k
Demigod,Gas Powered Games,AA,84.9k
Crisis in the Kremlin,Nostalgames,Indie,84.8k
The Lady,"Mikeypoo's Games, Roger L…",Hobbyist,84.8k
Sword Art Online: Lost So…,Artdink,AA,83.9k
Nigudin really fought aga…,XieZiNan,Hobbyist,83.9k
Truberbrook / Trüberbrook,btf,Indie,83.9k
Escape Dungeon,Hide Games,Indie,83.9k
INFRA,Loiste Interactive,Indie,83.8k
Zeal,Skymarch Entertainment,Hobbyist,83.8k
Barro GT,SC Jogos,Indie,83.7k
The Dummy Experiment,"Kai van Ommeren, Sedat Bi…",Hobbyist,83.7k
The Ball,Teotl Studios,AA,83.7k
Cards and Castles,Red Team Games,Indie,83.6k
MARVEL vs. CAPCOM Fightin…,"CAPCOM Co., Ltd.",AAA,83.6k
High Hell,"Terri Vellmann, Doseone",AA,83.6k
G.O.P.O.T.A,"VD Games, PropilGames",Indie,83.6k
Poop,thug lifers,Hobbyist,83.6k
They Breathe,The Working Parts,Indie,83.6k
Finnish Cottage Simulator,RANELA GAMES,Indie,83.6k
Hentai Girl Hime,GirlGames,Indie,83.6k
Geometry Arena,011 Games,Indie,83.6k
NEOMORPH,BambuseaeGames,Indie,83.5k
Ben and Ed - Blood Party,Sluggerfly,Indie,82.8k
SuperTux,The SuperTux Team,Hobbyist,82.8k
DEEMO -Reborn-,Rayark International Limi…,Indie,82.7k
fault - milestone two sid…,ALICE IN DISSONANCE,Indie,82.7k
First Strike,Blindflug Studios AG,Indie,82.7k
Seek Girl Ⅶ,DSGame,Indie,82.7k
Beat Banger,BunFan Games LLC,Indie,82.7k
Yao-Guai Hunter,MòGames,Indie,82.7k
DPS IDLE,"YDKR, Semenov Iurii, Alek…",Indie,82.6k
Hammerwatch II,Crackshell,Indie,82.6k
Muv-Luv,aNCHOR Inc.,Indie,82.6k
DogeFight,IROX,Hobbyist,82.6k
Clandestinity of Elsie,"COLNELIUS, Albin Bernhard…",Hobbyist,82.5k
Terminator: Dark Fate - D…,Slitherine Ltd.,AA,82.5k
Pinstripe,"Atmos Games, LLC",Indie,82.5k
Perspective,Widdershins,Hobbyist,82.5k
Predynastic Egypt,Clarus Victoria,Indie,82.5k
Raji: An Ancient Epic,Nodding Heads Games,Indie,82.5k
Frederic: Resurrection of…,Forever Entertainment S. …,Indie,82.5k
Zeus + Poseidon,Impressions Games,AAA,81.6k
Pure Farming 2018,Ice Flames,Indie,81.5k
Iron Front: Digital War E…,"X1 Software, AWAR",AAA,81.5k
FEMINAZI: The Triggering,"hyperboreanGames, Svarog …",Indie,81.5k
Chip,Coatsink,Indie,81.5k
Railway Empire 2,Gaming Minds Studios,AA,81.5k
The Void,Ice-Pick Lodge,Indie,81.5k
Tiny Snow,#workshop,Indie,81.4k
1000xRESIST,sunset visitor 斜陽過客,Indie,81.4k
Dead Horde,DnS Development,Indie,81.4k
Trackmania® Turbo,Nadeo,AAA,81.4k
Bad Dream: Coma,Desert Fox,Indie,81.4k
The Rise of the Golden Id…,Color Gray Games,AA,81.3k
Kung Fu Strike - The Warr…,Qooc Software,Indie,81.3k
Batman™: Arkham Origins B…,"Armature Studio, LLC",AA,81.2k
Serious Sam Classic: The …,Croteam,AA,81.2k
Idle Bouncer,Upturn Games,Hobbyist,81.2k
Magical Diary: Horse Hall,Hanako Games,Indie,81.2k
Devil Slayer - Raksasi,GlassesCatGames,Indie,81.2k
Endling - Extinction is F…,Herobeat Studios,Indie,80.3k
Aarklash: Legacy,Cyanide Studio,AA,80.3k
Battle Chef Brigade Delux…,Trinket Studios,Indie,80.3k
171,Betagames Group,Indie,80.3k
IMMORTALITY,"Sam Barlow, Half Mermaid",Indie,80.3k
Remothered: Tormented Fat…,Stormind Games,Indie,80.2k
Labyrinth of Refrain: Cov…,"Nippon Ichi Software, Inc…",Indie,80.2k
NOKBAK,BYU Animation - Class of…,Hobbyist,80.2k
Blood Bowl - Legendary Ed…,Cyanide Studios,Indie,80.2k
The Next Door,Labory,Indie,80.2k
Eryi's Action,Xtal Sword,Indie,80.2k
Infectonator 3: Apocalyps…,Toge Productions,Indie,80.1k
For the Queen,Studio Ginkgo,Indie,80.1k
WRATH: Aeon of Ruin,"KillPixel Games, Slipgate…",Indie,80.1k
Ultimate Arena,Triverske,Indie,80k
Chaser,Cauldron,AA,80k
Motorbike Evolution 2024,Petr Šimůnek,Hobbyist,80k
Dustland Delivery,Neutron Star Studio,Indie,79.9k
Kiwi Clicker - Juiced Up,Dimitri Kipper,Indie,79.9k
Eastside Hockey Manager,Sports Interactive,AAA,79.1k
Metal Planet,Tiny Game Fort,Hobbyist,79.1k
Mystwood Manor,Faerin Games,Indie,79k
Siralim Ultimate,Thylacine Studios,Indie,79k
"Hack, Slash, Loot",David Williamson,Indie,79k
Stray Cats in Cozy Town,Devcats,Indie,79k
Mage and Monsters,Lasse Zacho Malver,Indie,79k
Estranged: The Departure,Alan Edwardes,Indie,79k
Okhlos: Omega,Coffee Powered Machine,AA,79k
Micro Platformer,Daveyyy,Hobbyist,79k
Super Time Force Ultra,Capybara Games,Indie,78.9k
NINJA GAIDEN 2 Black,"KOEI TECMO GAMES CO., LTD…",AA,78.9k
Nimble Quest,,Hobbyist,78.9k
Meltdown,Phenomenon Games,Indie,78.9k
Lone Survivor: The Direct…,Jasper Byrne,Indie,78.9k
Die Young,IndieGala,Indie,78.9k
Gatewalkers (Alpha),A2 Softworks,Indie,78.9k
Reflex Arena,Turbo Pixel Studios,Indie,78.8k
Aotenjo: Infinite Hands,XO Cat,Indie,78.8k
The Genesis Project,Perfectly Generic Team,Hobbyist,78.1k
The Haunted: Hells Reach,KTX Software,Indie,78.1k
Executive Assault 2,Hesketh Studios Ltd,Indie,78k
Woolfe - The Red Hood Dia…,GRIN,AA,78k
[NINJA GAIDEN: Master Col…,"KOEI TECMO GAMES CO., LTD…",AA,78k
Epic Arena,Shadow Masters,Hobbyist,78k
Star Trek: Infinite,Nimble Giant Entertainmen…,AAA,77.9k
Assault Android Cactus+,Witch Beam,Indie,77.9k
拯救大魔王2 Rescue the Great D…,吃了就睡工作室,Indie,77.9k
Zetria,Karne,Indie,77.9k
KoboldKare,Naelstrof,Indie,77.9k
Seeds of Chaos,Venus Noire,Indie,77.9k
Cuisineer,BattleBrew Productions,Indie,77.9k
GigaBash,Passion Republic Games,Indie,77.8k
The Guild Gold Edition,4HEAD Studios,AA,77.8k
Snow Plowing Simulator - …,FreeMind S.A.,AA,77.8k
Silent Hunter®: Wolves of…,Ubisoft Romania,AAA,77.7k
Snufkin: Melody of Moomin…,Hyper Games,AA,77.7k
Super Blue Fighter,Herrero Games,Indie,77.7k
FRAMED Collection,Loveshack Entertainment,Indie,77.2k
ICBM,"SoftWarWare, K-Project",AA,77.2k
Type:Rider,"Ex Nihilo, ARTE France",Indie,77.1k
Labyrinth City: Pierre th…,Darjeeling,Indie,77k
SchoolBoy Runaway,Linked Squad,Indie,77k
Dakar 18,Bigmoon Entertainment,Indie,77k
Dauntless,Phoenix Labs,Indie,77k
Spirit Hunters: Infinite …,Creature Cauldron,Indie,77k
Don't Escape: 4 Days to S…,scriptwelder,Indie,77k
Backyard Baseball '97,Mega Cat Studios,Indie,76.9k
Mega Man Legacy Collectio…,"CAPCOM CO., LTD",Indie,76.9k
Spartans Vs Zombies Defen…,Lei,Hobbyist,76.9k
Homebrew - Patent Unknown,Copybugpaste,Indie,76.8k
Wardwell House,Moolion,Hobbyist,76.8k
Particle Fleet: Emergence,Knuckle Cracker,Indie,76.8k
Car Manufacture,STEREO GAMES S.A.,AA,76.8k
Bud Spencer & Terence Hil…,Trinity Team,Indie,76.8k
Death end re;Quest,"Idea Factory, Compile Hea…",Indie,76.8k
Underworld Idle,Aleksandr Golovkin,Indie,76.8k
Ittle Dew,Ludosity,Indie,76.2k
Flight Control HD,Firemint,Indie,76.2k
Khimera: Destroy All Mons…,Suits & Sandals,Indie,76.2k
Moto Racer 4,Artefacts Studio,Indie,76.1k
IronWolf: Free Non-VR Edi…,Ionized Studios,Indie,76.1k
WWE 2K25,Visual Concepts,AAA,76.1k
The House of Da Vinci 3,Blue Brain Games,Indie,76.1k
Merchant,Retora Games,Hobbyist,76.1k
Small World,Days of Wonder,Indie,76k
Ultimate Admiral: Age of …,Game-Labs,Indie,76k
The Legend of Heroes: Tra…,"Nihon Falcom, Engine Soft…",Indie,76k
ARCADE GAME SERIES: GALAG…,BANDAI NAMCO Studios Inc.,AA,76k
Hadean Tactics,Emberfish Games,Indie,76k
Verdict Guilty - 유죄 평결,Retro Army Limited,Indie,76k
STEINS;GATE: My Darling's…,MAGES. Inc.,AA,76k
The Casting of Frank Ston…,Supermassive Games,AA,76k
Asteroid Bounty Hunter,EGAMER,Indie,75.9k
Aurora Hills: Chapter 1,NovaSoft Interactive Ltd.,Indie,75.9k
Fantasy Tales Online,Cold Tea Studio,Hobbyist,75.8k
The Long Journey Home,Daedalic Studio West,AA,75.1k
City Bus Manager,PeDePe GbR,Indie,75.1k
Diluvion: Resubmerged,Arachnid Games,AA,75.1k
HARDCORE MECHA,RocketPunch Games,Indie,75k
Creed: Rise to Glory™,Survios,Indie,75k
Disney Princess: Enchante…,Papaya Studio,AA,75k
Octogeddon,All Yes Good,Indie,74.9k
Contra Anniversary Collec…,KONAMI,AAA,74.9k
RUMBLE,Buckethead Entertainment,Indie,74.9k
The Wind Road,甘肃嘉元数字科技有限公司,Indie,74.9k
Last Devil,"Sand Traveler, ado",Indie,74.9k
Ancient Cities,Uncasual Games,Indie,74.8k
Anomaly Korea,11 bit studios,AA,74.8k
Sherlock Holmes versus Ja…,Frogwares,Indie,74.8k
Kingspray Graffiti VR,"Andrew Bates, Craig Benti…",Indie,74.8k
Office Life,LeiYun Games,Indie,74.7k
My Garage,Viking Game Studio,Indie,74.7k
Winter Resort Simulator 2,Simuverse Interactive,Indie,74.7k
A Date in the Park,Cloak and Dagger Games,Indie,74.7k
TramSim Vienna - The Tram…,ViewApp,Indie,74.1k
Commandos 3: Destination …,Pyro Studios,Indie,74.1k
Adventure Climb VR,MXTreality,Hobbyist,74.1k
100 New Year Cats,"100 Cozy Games, Cats",Indie,74k
Minit,"JW, Kitty, Jukio, Dom",AA,74k
Scarlet Hollow,Black Tabby Games,Indie,74k
Trans-Siberian Railway Si…,Pentacle,AA,74k
Half-Life: A Place in the…,"Michael Pelletier, Ross J…",Hobbyist,74k
Jigsaw Puzzles Infinite,Bartek Karczmarczyk,Hobbyist,74k
Disaster Band,PRODUKTIVKELLER Studios,Indie,74k
Environmental Station Alp…,"Arvi Teikari, Roope Mäkin…",Indie,74k
Project Nimbus: Complete …,"GameCrafterTeam, GameTomo…",Indie,73.9k
Aces & Adventures,Triple.B.Titles,Indie,73.9k
Bishojo Mangekyo Kotowari…,"ωstar, Seikei Production",Indie,73.8k
Vendetta - Curse of Raven…,Reality Pump Studios,Indie,73.8k
Transport Defender,Coconut Shavers,Indie,73.8k
Jelly Brawl: Classic,Tiny Shiny Things,Hobbyist,73.7k
Empire TV Tycoon,Dreamsite Games,Indie,73.7k
Warfork,Team Forbidden,Hobbyist,73.7k
Swag and Sorcery,"Lazy Bear Games, Uroboros…",AA,73k
Legioncraft,"Way York, SilverBlade",Indie,73k
Return to abyss 重返深渊,Wingjoy Games,Indie,73k
"Warhammer 40,000: Sanctus…",Straylight Entertainment,AA,72.9k
Voidigo,semiwork,AA,72.9k
A Detective's Novel,Amaterasu Software,Indie,72.9k
Rogue Warrior,Rebellion,AAA,72.9k
Nova-Life: Amboise,TeamNova,Hobbyist,72.9k
Cookard,"Panitia GameDev, Cliffbit…",Hobbyist,72.9k
Charlie Murder,Ska Studios,Indie,72.9k
D&D Lords of Waterdeep,"Playdek, Inc.",Indie,72.8k
Naheulbeuk's Dungeon Mast…,Artefacts Studio,Indie,72.8k
SILENT BREATH,EXODIAC STUDIOS,Indie,72.8k
West of Dead,Upstream Arcade,AA,72.8k
UNDERDOGS,One Hamsa,Indie,72.8k
ANIMALITY,ColloseusX,Indie,72.7k
Til Nord,Moose Attack Studios,Hobbyist,72.7k
Clockwork Tales: Of Glass…,Artifex Mundi,Indie,72.7k
The Secret of Tremendous …,"Sebastian Krzyszkowiak, K…",Hobbyist,72.7k
I'm on Observation Duty 4,Notovia,Indie,72k
SUPER CHICKEN JUMPER,"Sewer Cat, Heavy Sheep",Indie,72k
Adventures of Shuggy,Smudged Cat Games Ltd,Indie,71.9k
CUPID - A free to play Vi…,Fervent,Indie,71.9k
Super Mega Baseball 3,Metalhead Software Inc.,AAA,71.8k
"RIVE: Wreck, Hack, Die, R…",Two Tribes,Indie,71.8k
M.A.R.S.,YingPei Games,Indie,71.8k
Sherlock Holmes The Awake…,Frogwares,Indie,71.7k
No Straight Roads: Encore…,Metronomik,AA,71.7k
64.0,rebel rabbit,Indie,71.7k
Godfall Ultimate Edition,Counterplay Games Inc,AA,71.7k
My Lovely Daughter,GameChanger Studio,Indie,71.7k
Seek Girl Ⅵ,DSGame,Indie,71.7k
Frontier Hunter: Erza’s W…,IceSitruuna,Indie,71.7k
Rental,Lonely House,Hobbyist,71.6k
坦率的小红帽和爱说谎的狼,USAGI STORE,Indie,71.6k
九劫曲:诅咒之地 NineTrials Test …,深圳市爱玩游戏科技有限公司,Hobbyist,71.6k
VALKYRIE CONNECT,Ateam Entertainment Inc.,Indie,71.6k
Command & Conquer™ and Th…,Westwood Studios,AAA,71.6k
Journey to Incrementalia,Adam Travers,Indie,71k
Medieval: Total War™ - Co…,CREATIVE ASSEMBLY,AAA,71k
Gangs of Space,Little Big MMO,Hobbyist,71k
A Space for the Unbound,Mojiken,Indie,71k
eversion,Zaratustra Productions,Indie,71k
Alone in the Dark,Pieces Interactive,AA,71k
HELLGATE: London,T3Entertainment,Indie,71k
Journey of Greed,Dird Games,AA,70.9k
Smart Factory Tycoon: Beg…,Turquoise Revival Games,Indie,70.9k
Pet idle,Alphaquest Games,Hobbyist,70.9k
Colony Ship: A Post-Earth…,Iron Tower Studio,Indie,70.8k
Mad Adventures,Nel,Hobbyist,70.8k
The Gunk,Image & Form Games,Indie,70.8k
KILL la KILL -IF,"Arc System Works, APLUS C…",AA,70.8k
Triple Town,Spry Fox LLC,Indie,70.8k
Scania Truck Driving Simu…,SCS Software,AA,70.7k
270 | Two Seventy US Elec…,Political Games LLC,Indie,70.7k
Space Beast Terror Fright,nornware AB,Indie,70.7k
Famaze,Oryx Design Lab,Hobbyist,70.7k
Gun Devil,Agelvik,Indie,70.1k
Hush Hush - Only Your Lov…,Sad Panda Studios,Indie,70.1k
Tower and Sword of Succub…,Libra Heart,Indie,70k
Boodunnit,Studio Koprol,Hobbyist,70k
失业了，我获得了亿万游戏财产！,Bolingogames,Indie,69.9k
Oniken: Unstoppable Editi…,JoyMasher,Indie,69.9k
Atelier Yumia: The Alchem…,"KOEI TECMO GAMES CO., LTD…",AA,69.9k
Sir Whoopass™: Immortal D…,Atomic Elbow,Indie,69.9k
Executive Assault,Hesketh Studios Ltd,Indie,69.9k
Tinkertown,Headup,Indie,69.9k
APICO,"ellraiser, TNgineers",Indie,69.9k
